und_umls_cuii,umls_cui
C0152027,C0218316
C2258748,C1723112
C0014432,C1723112
C0020456,C1723112
C2263455,C1723112
C0014432,C0165397
C0018939,C0165397
C1753334,C0165397
C0032176,C0165397
C2254641,C0297074
C0014432,C0297074
C2258748,C0909551
C0014432,C0909551
C0020456,C0909551
C2263455,C0909551
C2258748,C2606689
C0014432,C2606689
C0020456,C2606689
C2263455,C2606689
C0027793,C0254672
C1152740,C0254672
C1152740,C0254672
C0020965,C0049759
C0014432,C0049759
C0020964,C0049759
C1149475,C1313990
C1149475,C1313990
C1152751,C1313990
C0033975,C0248068
C0007682,C0248068
C0151559,C0248068
C0004936,C0248068
C3179402,C0248068
C0006826,C0377673
C0006826,C0096439
C1152761,C0387955
C0007682,C0387955
C0598958,C0387955
C0027793,C0387955
C0678771,C0387955
C3178749,C0387955
C3159308,C0387955
C3159308,C0387955
C0027793,C0290798
C1152740,C0290798
C1152740,C0290798
C0234107,C0168264
C0234107,C0168264
C0027793,C0168264
C0007682,C0070651
C3179198,C0070651
C0683211,C0070651
C0152027,C0070651
C1566391,C0044571
C0016320,C0044571
C0021213,C0044571
C1450139,C0044571
C0030193,C0936092
C0030193,C0936092
C0020538,C0936092
C0007222,C0936092
C0007682,C0936092
C0683211,C0936092
C0152027,C0936092
C0007974,C0044151
C2258748,C1872983
C0014432,C1872983
C0020456,C1872983
C2263455,C1872983
C0006826,C0377523
C0021213,C0045339
C2258748,C2716434
C0014432,C2716434
C0020456,C2716434
C2263455,C2716434
C0005778,C3489494
C0014432,C3489494
C0018939,C3489494
C0032176,C3489494
C2263455,C3489494
C1150239,C3489494
C0234101,C1256547
C1657587,C1256547
C0027793,C1256547
C0598962,C1256547
C1153433,C1455839
C0007222,C1455839
C1519624,C1455839
C0042396,C1455839
C2258748,C2715298
C0014432,C2715298
C0020456,C2715298
C2263455,C2715298
C2258748,C1723570
C0014432,C1723570
C0020456,C1723570
C2263455,C1723570
C0027793,C1259546
C1152740,C1259546
C1152740,C1259546
C0019693,C0169255
C0021311,C0169255
C0035369,C0169255
C0042769,C0169255
C0014432,C0169255
C0597095,C0169255
C2257391,C0169255
C1566391,C0169568
C0016320,C0169568
C0021213,C0169568
C0021717,C0169568
C1450139,C0169568
C1566391,C0169570
C0016320,C0169570
C0021213,C0169570
C0021717,C0169570
C1450139,C0169570
C0014432,C1311039
C2259385,C1311039
C2263455,C1311039
C2258748,C2353361
C0014432,C2353361
C0020456,C2353361
C2263455,C2353361
C2258748,C2353362
C0014432,C2353362
C0020456,C2353362
C2263455,C2353362
C1566391,C0108509
C1149595,C0056049
C0020964,C0056049
C0301872,C0056049
C0020964,C0009502
C0020964,C0056174
C0020964,C0056175
C0020964,C1564374
C0020964,C1564378
C1149595,C0009508
C0020964,C0009508
C0301872,C0009508
C0020964,C0009510
C0020964,C0009511
C0020964,C0009514
C0020964,C0009515
C0020964,C0009518
C0020964,C1564375
C0020964,C1564379
C0020964,C0009521
C0020964,C0056198
C0020964,C0033453
C0020964,C0033457
C1149595,C0056207
C0020964,C0056207
C0301872,C0056207
C1149595,C0110533
C0020964,C0110533
C0301872,C0110533
C0020964,C0009545
C1314973,C0059381
C0020964,C0021008
C0020964,C0021032
C0020964,C0021034
C0020964,C0021018
C0020964,C0021016
C0020964,C0021038
C0020964,C1302674
C0020964,C0877857
C0014018,C0982245
C0031318,C0982245
C0025007,C1375516
C0025303,C0982273
C0006826,C0066966
C1148774,C0616813
C0010164,C0616813
C0699771,C0616813
C0031000,C0616813
C0151763,C0616813
C0030756,C2827336
C0006826,C0075296
C0004623,C2825635
C0003047,C2825635
C0004623,C2825393
C0003047,C2825393
C0040435,C0055868
C0040435,C0674946
C0040435,C0249436
C0040435,C0168373
C0301872,C0769203
C0480774,C0769203
C0011603,C0724560
C0033774,C0724560
C1566391,C0004524
C1566391,C0077066
C1566391,C0056484
C0020538,C0081675
C0007222,C0081675
C0012797,C0081675
C0027477,C0081675
C0012797,C0052623
C0027477,C0052623
C0596263,C0106859
C0006826,C0106859
C0678771,C0106859
C0518003,C0054454
C3179192,C0054454
C0683211,C0054454
C0007682,C0289932
C0679466,C0289932
C0021213,C0053913
C0007682,C0050611
C0679466,C0050611
C0007682,C0050614
C0014432,C0050614
C0598958,C0050614
C0679466,C0050614
C0678771,C0050614
C1149475,C0050621
C1149475,C0050621
C1149475,C0056372
C1149475,C0056372
C0030193,C0058841
C0030193,C0058841
C0007682,C0058841
C0151559,C0058841
C3179198,C0058841
C0683211,C0058841
C0152027,C0058841
C0030193,C0525773
C0030193,C0525773
C0003811,C0525773
C0007222,C0525773
C0007682,C0525773
C0151559,C0525773
C0027793,C0525773
C0683211,C0525773
C0152027,C0525773
C0030193,C0525856
C0030193,C0525856
C0007682,C0525856
C0151559,C0525856
C0027793,C0525856
C0683211,C0525856
C0152027,C0525856
C0020965,C0059306
C0030193,C0059306
C0030193,C0059306
C0003811,C0059306
C0021368,C0059306
C0021368,C0059306
C0599059,C0059306
C0035435,C0059306
C0041582,C0059306
C0518003,C0059306
C0007222,C0059306
C0007682,C0059306
C0017178,C0059306
C0020964,C0059306
C0683211,C0059306
C0678771,C0059306
C0152027,C0059306
C3179395,C0059306
C0001730,C0059326
C0021213,C0059326
C0030193,C0059335
C0030193,C0059335
C0007682,C0059335
C0151559,C0059335
C0683211,C0059335
C0152027,C0059335
C0016017,C0060323
C0549625,C0060323
C0333565,C0060323
C0018939,C0060323
C0019080,C0060323
C0005778,C0060338
C0018939,C0060338
C2258685,C0119659
C0014432,C0119659
C2263455,C0119659
C0020964,C0021009
C0001730,C0066889
C0596263,C0066889
C0006826,C0066889
C0021213,C0066889
C0678771,C0066889
C0020538,C0135521
C0007222,C0135521
C1149475,C0074876
C1149475,C0074876
C0030193,C0075400
C0027498,C0075400
C0518003,C0075400
C0007682,C0075400
C0017178,C0075400
C0683211,C0075400
C0152027,C0075400
C1150124,C1571495
C0014432,C1571495
C2263455,C1571495
C0018270,C0528649
C0751968,C0752111
C2243553,C0752111
C0751968,C1664724
C2243553,C1664724
C0014432,C0058933
C2263455,C0058933
C1150239,C0058933
C1150284,C0058933
C0014432,C0115585
C2263455,C0115585
C1150239,C0115585
C0007974,C1447234
C2757050,C1447234
C1148613,C1447234
C0014432,C1567822
C0006826,C0061184
C0006826,C0061184
C0014432,C0061184
C0597295,C0061184
C0018270,C0529085
C0018270,C0529085
C0014432,C0298192
C2263455,C0298192
C1150239,C0298192
C0042382,C1433426
C0042382,C1433426
C0006826,C1433426
C0018270,C1433426
C0018270,C1433426
C0006826,C0073095
C0006826,C0073095
C0014432,C0073095
C0597295,C0073095
C0032995,C0066701
C0032995,C0066701
C0006826,C0066701
C0006826,C0066701
C0032995,C0066701
C0699771,C0066710
C0016453,C0066710
C1154613,C0066710
C0018270,C0911852
C0018270,C0911852
C0021311,C0538053
C0032995,C0071190
C0020964,C0071190
C0301872,C0071190
C0032995,C0071190
C0026946,C0216765
C0021311,C0216765
C0014432,C0216765
C0751968,C0633372
C2243553,C0633372
C0014432,C1258118
C2263455,C1258118
C1150239,C1258118
C0014432,C0668013
C2263455,C0668013
C1150239,C0668013
C0014432,C1522552
C2263455,C1522552
C0014432,C3178657
C2263455,C3178657
C0014432,C3178655
C2263455,C3178655
C0014432,C1527365
C2263455,C1527365
C0006826,C0062597
C3179280,C0062597
C0599059,C0063919
C0678771,C0063919
C0018270,C0053396
C0342917,C0053396
C1510471,C0053396
C0406206,C0053396
C0599059,C0043470
C0678771,C0043470
C1154743,C1700079
C0599059,C0162986
C0005516,C0162986
C1999216,C0046133
C0014432,C0049632
C0026946,C2714078
C0002170,C0982111
C0025521,C0982111
C0028715,C0982111
C0042850,C0982111
C1152805,C1880218
C0001516,C0068008
C3179301,C0044399
C0007682,C0044399
C0151559,C0044399
C0234097,C0044399
C0234097,C0044399
C0027793,C0044399
C1148665,C0044399
C0026946,C0068007
C0021311,C0068007
C0277344,C0068007
C0597202,C0068007
C1566391,C0044026
C0016320,C0044026
C0021213,C0044026
C1450139,C0044026
C0027583,C0046413
C1150819,C2699543
C0596263,C0067942
C0480774,C0067942
C0596263,C0046584
C0021213,C0046584
C0480774,C0046584
C0006826,C0048420
C1566391,C0044039
C0016320,C0044039
C0021213,C0044039
C1450139,C0044039
C0596263,C0045907
C0079866,C0045907
C0480774,C0045907
C0025519,C0049272
C2363741,C0639377
C1517315,C0639377
C0021213,C0212353
C0596263,C0043902
C0079866,C0043902
C0480774,C0043902
C0079866,C0044508
C0480774,C0044508
C0079866,C0048047
C0480774,C0048047
C1151830,C0048218
C0877035,C0214745
C0877035,C0214745
C1149475,C0214745
C1149475,C0214745
C0599059,C3181346
C2262029,C3181346
C0028910,C0053428
C2612890,C0965648
C0026918,C1122077
C0079866,C0534492
C0480774,C0534492
C0037638,C0534492
C1154743,C0046453
C0021311,C0046525
C0596263,C0046525
C0021311,C0046525
C0026946,C0046525
C0480774,C0046525
C0597202,C0046525
C0025519,C0047332
C0006826,C0047332
C0006826,C0047332
C0480774,C0047332
C0234098,C0047508
C0234098,C0047508
C0544652,C0047508
C0027793,C0047508
C0079866,C0049090
C0021311,C0049090
C0042769,C0049090
C0079866,C0049197
C0480774,C0049197
C0006826,C0049536
C1152196,C0049660
C0020965,C0049669
C0041582,C0049669
C0017178,C0049669
C0020964,C0049669
C0678771,C0049669
C3179279,C0049669
C0053396,C0051336
C0028910,C0766367
C0021368,C0053471
C0006826,C0053471
C0021311,C0053471
C0035369,C0053471
C0042769,C0053471
C0014432,C0053471
C0597095,C0053471
C3179280,C0053471
C2257391,C0053471
C0028910,C1120994
C0025519,C0061081
C0041582,C0061081
C0017178,C0061081
C0020473,C0061081
C0598783,C0061081
C2612890,C0971526
C0002888,C1337136
C0016412,C1337136
C0027794,C1337136
C0234098,C0088728
C0544651,C0088728
C0234098,C0088728
C0003467,C0088728
C0007682,C0088728
C0151559,C0088728
C0027793,C0088728
C0004936,C0088728
C3179402,C0088728
C0027793,C0080448
C1152740,C0080448
C1152740,C0080448
C0027793,C0044170
C1152740,C0044170
C1152740,C0044170
C0007974,C0087870
C0234097,C0087870
C1149831,C0087870
C0010360,C0087870
C0014432,C0087870
C0021213,C0087870
C0021717,C0087870
C2757050,C0087870
C0027793,C0087870
C2263455,C0087870
C0019693,C0043716
C0021311,C0043716
C0035369,C0043716
C0042769,C0043716
C0020964,C0043716
C0301872,C0043716
C0596263,C0043769
C0480774,C0043769
C0021311,C0043773
C0021311,C0043773
C0018939,C0043773
C0032176,C0043773
C0596263,C0043795
C0021213,C0043795
C0480774,C0043795
C0031318,C0088028
C2609180,C0088028
C0018889,C0043801
C0021311,C0043801
C0027583,C0043801
C0030499,C0043801
C0277344,C0043801
C0597202,C0043801
C0037638,C0043830
C0006826,C0043854
C0277344,C0043918
C0597202,C0043918
C0010360,C0043920
C0037638,C0043920
C0010360,C0043920
C0021213,C0043920
C0079866,C0043920
C0480774,C0043920
C0034760,C0217033
C0599059,C0043941
C1517315,C0043941
C0596263,C0043946
C0079866,C0043946
C0480774,C0043946
C0009951,C0043966
C0007682,C0043966
C0079866,C0044050
C0480774,C0044050
C0597263,C0044052
C0597263,C0044052
C0010360,C0044052
C0597263,C0044052
C0021213,C0044052
C2917138,C0044060
C0596263,C0044067
C0079866,C0044067
C0480774,C0044067
C0079866,C0044075
C0480774,C0044075
C0020964,C0044659
C3159140,C0044659
C0006826,C0044664
C0014432,C0044664
C0573830,C0044664
C0006826,C0044680
C0006826,C0044680
C0007222,C0044725
C0042401,C0044725
C1149475,C0044752
C1149475,C0044752
C3179264,C0044752
C0022108,C0044792
C0480774,C0044792
C0035644,C0044792
C2363741,C0914994
C0030193,C0045027
C0030193,C0045027
C0007682,C0045027
C0151559,C0045027
C0683211,C0045027
C0152027,C0045027
C0234098,C0044305
C0544651,C0044305
C0234098,C0044305
C0027793,C0044305
C0079866,C0207934
C0006826,C3254464
C1153433,C0532217
C0007222,C0532217
C1519624,C0532217
C0042396,C0532217
C0079866,C0044415
C0480774,C0044415
C0079866,C0621403
C0079866,C0044504
C0480774,C0044504
C0596263,C0044506
C0480774,C0044506
C0596263,C0044596
C1566391,C0044596
C0480774,C0044596
C1152738,C0091983
C1152738,C0091983
C0027793,C0091983
C1152738,C0045671
C1152738,C0045671
C0027793,C0045671
C0014432,C0536914
C0021213,C0045305
C0480774,C0045257
C0030011,C0045257
C0014432,C0045267
,C0045330
NA10002,C0046544
NA10003,C0046544
NA10004,C0045136
NA10005,C0045136
C0079866,C0045437
C0480774,C0045437
C0004623,C0165340
C0021311,C0165340
C0011740,C0165340
C0038888,C0165340
C0014432,C0045474
C0596263,C0045479
C0079866,C0045479
C0480774,C0045479
C0018889,C0045488
C0021311,C0045488
C0030499,C0045488
C0034760,C0045520
C0596263,C0045525
C0480774,C0045525
C0020456,C0289779
C0599059,C0045546
C0014432,C0045546
C0678771,C0045546
C0234097,C0045574
C1149831,C0045574
C0010360,C0045574
C0014432,C0045574
C0021213,C0045574
C1516456,C0045574
C0027793,C0045574
C0480774,C0045574
C0021311,C0045143
C0042769,C0045143
C0014432,C0045143
C0597295,C0045143
C0014432,C0045587
C0597095,C0045587
C0596263,C0045590
C0079866,C0045590
C0480774,C0045590
C0597252,C0091774
C0699771,C0966261
C0006826,C0092419
C1566391,C0092547
C0016320,C0092547
C0021213,C0092547
C1450139,C0092547
C0596263,C0045883
C0079866,C0045883
C0480774,C0045883
C0079866,C0045865
C0480774,C0045865
C1152747,C0299477
C1152747,C0299477
C1149475,C0299477
C1149475,C0299477
C0027793,C0299477
C0020456,C0045962
C0025519,C0045990
C0006826,C0045990
C0006826,C0045990
C0480774,C0045990
C0002073,C0384394
C0079866,C0045183
C0480774,C0045183
C0004623,C0046068
C0004623,C0046068
C0021311,C0046068
C0277344,C0046078
C0597202,C0046078
C0030193,C0046079
C0030193,C0046079
C0021368,C0046079
C0021368,C0046079
C0035435,C0046079
C0683211,C0046079
C0152027,C0046079
C0037638,C0046088
C0006826,C0046110
C0037083,C0914171
C0021368,C0376901
C0011570,C0046193
C0011570,C0046193
C0007682,C0046193
C0004936,C0046193
C0596263,C0046200
C0006826,C0046200
C0678771,C0046200
C1816494,C0046243
C1816494,C0046243
C1148671,C0046243
C0027793,C0046243
C0014432,C0046269
C0014432,C0390776
C0699771,C2351373
C1149513,C2351373
C0026255,C0046319
C0026255,C0046319
C1156032,C0046319
C0544651,C0245589
C0234098,C0245589
C0544651,C0245589
C0234098,C0245589
C0027793,C0245589
C0021311,C0046343
C0021311,C0046343
C0518003,C0046371
C3179243,C0046371
C0683211,C0046371
C1566391,C0069592
C0597263,C0046439
C0597263,C0046439
C0079866,C0046439
C0480774,C0046439
C0596263,C0046459
C0480774,C0046459
C0007222,C0046518
C0042401,C0046518
C0009951,C0046535
C0007682,C0046535
C0480774,C0046535
C0232910,C0046535
C0480774,C0046536
C0232910,C0046536
C0599059,C0046563
C0014432,C0046563
C0678771,C0046563
C0020456,C0046565
C0008583,C0046880
C1566391,C0046880
C0021213,C0046880
C0006826,C0163151
C1149063,C0163151
C0596263,C0163151
C0006826,C0163151
C0678771,C0163151
C0001730,C0046902
C1566391,C0046902
C0016320,C0046902
C0021213,C0046902
C1450139,C0046902
C0599059,C0168534
C0014432,C0168534
C1517315,C0168534
C2254641,C0046756
C0006826,C0046756
C0007222,C0046948
C1519624,C0046948
C1153450,C0046948
C0014432,C0080883
C2263455,C0080883
C1150239,C0080883
C0597252,C0964324
C0003811,C0046973
C0007222,C0046973
C0018939,C0046973
C0032176,C0046973
C0599059,C0046978
C0021311,C0046981
C0599059,C0046981
C0018939,C0046981
C0032176,C0046981
C0678771,C0046981
C0079866,C0047001
C0480774,C0047001
C0597252,C0047013
C0597202,C0047013
C0006826,C0046764
C0014432,C0046764
C0573830,C0046764
C0234107,C0212486
C0234107,C0212486
C0234107,C0212486
C0027793,C0212486
C0021311,C1700661
C0596263,C1700661
C0079866,C0047096
C0079866,C0047096
C0480774,C0047096
C0014432,C0047195
C1516456,C0047195
C0480774,C0047195
C2257266,C0047215
C0007682,C0047215
C0014432,C0047215
C0598958,C0047215
C0678771,C0047215
C3179280,C0047215
C1816494,C0095175
C1816494,C0095175
C0027793,C0095175
C0014432,C0047306
C0021213,C0047311
C0480774,C0047311
C0030011,C0047311
C0014432,C0254781
C0014432,C0047330
C0007682,C0047392
C2917138,C0047392
C0020550,C0047428
C0007974,C0047428
C1149475,C0047428
C1149475,C0047428
C2757050,C0047428
C0030193,C0047436
C0007682,C0047436
C0683211,C0047436
C0152027,C0047436
C0014432,C0095548
C0009924,C0080970
C0282597,C0208378
C0599059,C0047493
C0678771,C0047493
C0021213,C0047503
C0182638,C0047503
C0014432,C0047539
C0014432,C0047550
C0003811,C0284294
C0007222,C0284294
C1149145,C0047589
C0030193,C0047589
C3179159,C0047589
C0030193,C0047589
C0007682,C0047589
C0683211,C0047589
C0152027,C0047589
C1154743,C0216178
C0021213,C0047623
C0182638,C0047623
C0007682,C0047625
C0018939,C0047625
C0598958,C0047625
C0032176,C0047625
C0678771,C0047625
C0079866,C1879331
C0480774,C1879331
C0596263,C0047636
C0079866,C0047636
C0480774,C0047636
C0020538,C0047640
C0007222,C0047640
C0007682,C0047640
C2917138,C0047640
C3179492,C0047640
C0234101,C0047626
C1152730,C0047626
C0027793,C0047626
C0008583,C0047899
C1566391,C0047899
C0021213,C0047899
C0008583,C0047920
C1566391,C0047920
C0021213,C0047920
C0021213,C0047935
C0013343,C0047803
C0596263,C0047805
C0480774,C0047805
C0021213,C0672642
C1150607,C0388423
C0596263,C0047983
C0480774,C0047983
C0596263,C0047985
C0079866,C0047985
C0480774,C0047985
C0009951,C0048007
C0007682,C0048007
C0151559,C0048007
C2917138,C0048007
C3179492,C0048007
C1816494,C0048007
C1816494,C0048007
C0221171,C0048007
C3179159,C0048007
C0027793,C0048007
C0004936,C0048007
C3179402,C0048007
C0014432,C0283073
C0006826,C0048024
C0014432,C0048024
C2263455,C0048024
C1150239,C0048024
C1150284,C0048024
C0016017,C0048045
C0549625,C0048045
C0014432,C0048045
C0333565,C0048045
C0018939,C0048045
C0019080,C0048045
C2263455,C0048045
C0678771,C0048057
C3179279,C0048057
C0021311,C0048060
C0024530,C0048060
C0030499,C0048060
C0033740,C0048060
C0001730,C0048092
C0021213,C0048092
C0525025,C0048092
C0596263,C0048112
C0480774,C0048112
C3179280,C0048114
C0011991,C0048134
C0014432,C0048134
C0017178,C0048134
C0018889,C0048142
C0021311,C0048142
C0030499,C0048142
C0234107,C0213387
C0234107,C0213387
C0027793,C0213387
C0025519,C0096130
C0007682,C0096130
C2917138,C0096130
C3179492,C0096130
C0020473,C0096130
C0598783,C0096130
C1154563,C0382705
C0596263,C0048192
C0079866,C0048192
C0480774,C0048192
C0021311,C0048207
C0599059,C0048207
C0032995,C0048207
C0032995,C0048207
C1517315,C0048207
C0678771,C0048207
C0032995,C0048207
C0596263,C0048243
C0277344,C0048243
C0480774,C0048243
C0597202,C0048243
C0021213,C0048248
C0032343,C0048250
C0678771,C0048250
C0518003,C0048278
C0234097,C0048278
C0234097,C0048278
C1148664,C0048278
C0027793,C0048278
C3179241,C0048278
C0683211,C0048278
C0010360,C0048297
C1150124,C0048297
C0014432,C0048297
C0021213,C0048297
C2263455,C0048297
C3179301,C0673093
C0048332,C0673093
C1516456,C0673093
C3179159,C0673093
C0002073,C0048336
C0014432,C0048363
C2263455,C0048363
C0596263,C0048367
C0079866,C0048367
C0480774,C0048367
C0596263,C0048385
C0480774,C0048385
C0003811,C0048386
C0599059,C0048386
C0007222,C0048386
C0678771,C0048386
C0014432,C0048387
C0001730,C0081121
C0021213,C0081121
C0007682,C0048451
C0030971,C0048451
C0004936,C0048451
C0006826,C0539953
C0599059,C0048489
C0596263,C0048489
C0599059,C0048489
C0596263,C0048489
C0007682,C0048489
C0598958,C0048489
C0480774,C0048489
C0678771,C0048489
C0596263,C0048498
,C0048498
NA10002,C0048519
NA10003,C0526371
NA10004,C0526371
NA10005,C0048552
C1527304,C0611828
C0001730,C0048568
C0021213,C0048568
C0001730,C0048621
C0021213,C0048621
C0525025,C0048621
C0006826,C0170531
C3266896,C0170531
C1149629,C0170531
C0006826,C0170531
C1566391,C0048678
C0006826,C0048702
C0038888,C0537565
C0596263,C0048737
C0480774,C0048737
C0021213,C0048740
C0006826,C0049019
C2612890,C2604477
C0007974,C0097806
C0178555,C0624273
C0014432,C0048921
C0234107,C0081185
C0234107,C0081185
C0027793,C0081185
C0014432,C0049075
C0027793,C0049095
C1152740,C0049095
C1152740,C0049095
C1566391,C0098259
C0016320,C0098259
C0021213,C0098259
C1450139,C0098259
C1566391,C0169891
C0016320,C0169891
C0021213,C0169891
C1450139,C0169891
C0014432,C0098361
C0025519,C3495433
C0006826,C3495433
C0042769,C3495433
C0079866,C0049192
C0003811,C0098451
C0007222,C0098451
C0020965,C0049247
C0041582,C0049247
C0017178,C0049247
C0020964,C0049247
C0234098,C0049250
C0234098,C0049250
C0544652,C0049250
C0003811,C0049250
C0007222,C0049250
C0027793,C0049250
C0021311,C0049263
C0042769,C0049263
C0014432,C0049271
C0037274,C0049289
C3179153,C0049289
C3179280,C0049289
C0596263,C0049304
C0480774,C0049304
C0518003,C0049311
C3179243,C0049311
C0683211,C0049311
C0021311,C0048819
C0024530,C0048819
C0030499,C0048819
C0033740,C0048819
C0014432,C0048819
C0234098,C0049322
C0544651,C0049322
C0234098,C0049322
C0027793,C0049322
C0025519,C0049366
C0006826,C0049366
C0006826,C0049366
C0037864,C0049366
C0032995,C0049366
C0032995,C0049366
C0480774,C0049366
C3179280,C0049366
C0032995,C0049366
C0006826,C0099036
C0014432,C0099036
C1566391,C0049522
C0016320,C0049522
C0021213,C0049522
C1450139,C0049522
C0006826,C0049580
C0014432,C0049580
C0018799,C0049617
C0007222,C0049617
C0678771,C0049617
C0009951,C0049646
C0007682,C0049646
C0021311,C0049652
C0030499,C0049652
C0033740,C0049652
C0018270,C0049652
